name,state,fips,census_region,pop,votes_dem_2016,votes_gop_2016,total_votes_2016,per_dem_2016,per_gop_2016,diff_2016,winner,partywinner16,per_dem_2012,per_gop_2012,diff_2012,winner12,partywinner12
Richmond County,NC,37153,South,45733,8290,10199,18813,0.44065274,0.542125126,1909,Trump,Republican,0.509593768,0.482877608,511,Obama,Democrat
Robeson County,NC,37155,South,134760,18377,20294,39454,0.465782937,0.514371166,1917,Trump,Republican,0.578951184,0.413073949,6864,Obama,Democrat
Rockingham County,NC,37157,South,91696,14057,26463,41374,0.339754435,0.639604583,12406,Trump,Republican,0.389179042,0.602589713,8867,Romney,Republican
Rowan County,NC,37159,South,138630,19208,42388,63078,0.304511874,0.671993405,23180,Trump,Republican,0.36452923,0.62492112,16093,Romney,Republican
Rutherford County,NC,37161,South,66600,7451,21694,29764,0.250335976,0.728867088,14243,Trump,Republican,0.326965777,0.662496035,9520,Romney,Republican
Sampson County,NC,37163,South,64050,10486,14761,25638,0.409002262,0.575746938,4275,Trump,Republican,0.442068833,0.552124591,2862,Romney,Republican
Scotland County,NC,37165,South,35576,7279,6212,13743,0.529651459,0.452011933,1067,Clinton,Democrat,0.579957204,0.413623395,2332,Obama,Democrat
Stanly County,NC,37167,South,60600,7008,21788,29451,0.237954569,0.7398051,14780,Trump,Republican,0.2930754,0.696633187,11411,Romney,Republican
Stokes County,NC,37169,South,46419,4645,16976,22182,0.209404021,0.765305202,12331,Trump,Republican,0.278977379,0.707702374,9173,Romney,Republican
Surry County,NC,37171,South,72968,7438,23495,31663,0.234911411,0.742033288,16057,Trump,Republican,0.309492714,0.678890569,10748,Romney,Republican
Swain County,NC,37173,South,14274,2186,3557,5982,0.365429622,0.594617185,1371,Trump,Republican,0.458895706,0.521647677,358,Romney,Republican
Transylvania County,NC,37175,South,33045,6520,10441,17440,0.373853211,0.598681193,3921,Trump,Republican,0.409253749,0.578177181,2782,Romney,Republican
Tyrrell County,NC,37177,South,4115,705,968,1700,0.414705882,0.569411765,263,Trump,Republican,0.470422535,0.523380282,94,Romney,Republican
Union County,NC,37179,South,218568,34051,66265,103596,0.328690297,0.639648249,32214,Trump,Republican,0.342995428,0.64748525,28436,Romney,Republican
Vance County,NC,37181,South,44614,12168,7304,19762,0.615727153,0.369598219,4864,Clinton,Democrat,0.639672605,0.356571979,5880,Obama,Democrat
Wake County,NC,37183,South,998691,298353,193607,510940,0.58392962,0.378923161,104746,Clinton,Democrat,0.544677822,0.442161711,54006,Obama,Democrat
Warren County,NC,37185,South,20231,6668,3302,10123,0.658698014,0.326187889,3366,Clinton,Democrat,0.678633528,0.318195766,3524,Obama,Democrat
Washington County,NC,37187,South,12570,3490,2560,6115,0.570727719,0.418642682,930,Clinton,Democrat,0.590303594,0.405049566,1196,Obama,Democrat
Watauga County,NC,37189,South,52560,13953,13521,28769,0.485001217,0.469985053,432,Clinton,Democrat,0.474687589,0.501420051,753,Romney,Republican
Wayne County,NC,37191,South,124456,21520,27360,49824,0.43192036,0.549132948,5840,Trump,Republican,0.454106849,0.540048639,4382,Romney,Republican
Wilkes County,NC,37193,South,68838,6596,23613,30844,0.213850344,0.765562184,17017,Trump,Republican,0.280361847,0.7074033,12321,Romney,Republican
Wilson County,NC,37195,South,81401,19527,17410,37593,0.519431809,0.463118134,2117,Clinton,Democrat,0.533427616,0.460375418,2841,Obama,Democrat
Yadkin County,NC,37197,South,37792,3140,13815,17350,0.180979827,0.796253602,10675,Trump,Republican,0.235816774,0.750435252,8572,Romney,Republican
Yancey County,NC,37199,South,17614,3181,6367,9808,0.32432708,0.649163948,3186,Trump,Republican,0.423159247,0.561750856,1295,Romney,Republican
Adams County,ND,38001,Midwest,2384,216,904,1206,0.179104478,0.749585406,688,Trump,Republican,0.256049961,0.715066354,588,Romney,Republican
Barnes County,ND,38003,Midwest,11144,1597,3156,5253,0.304016752,0.600799543,1559,Trump,Republican,0.436666057,0.539755072,564,Romney,Republican
Benson County,ND,38005,Midwest,6833,842,927,1940,0.434020619,0.477835052,85,Trump,Republican,0.573556797,0.403631285,365,Obama,Democrat
Billings County,ND,38007,Midwest,901,58,492,592,0.097972973,0.831081081,434,Trump,Republican,0.154246101,0.818024263,383,Romney,Republican
Bottineau County,ND,38009,Midwest,6650,734,2482,3437,0.213558336,0.722141402,1748,Trump,Republican,0.333811711,0.644661309,1083,Romney,Republican
Bowman County,ND,38011,Midwest,3247,227,1445,1769,0.128321085,0.816845676,1218,Trump,Republican,0.238425926,0.73900463,865,Romney,Republican
Burke County,ND,38013,Midwest,2245,118,879,1031,0.114451988,0.85257032,761,Trump,Republican,0.226600985,0.754679803,536,Romney,Republican
Burleigh County,ND,38015,Midwest,90503,10865,32499,46874,0.231791612,0.693326791,21634,Trump,Republican,0.327362627,0.64863793300000006,13775,Romney,Republican
Cass County,ND,38017,Midwest,167005,31291,39738,78807,0.397058637,0.504244547,8447,Trump,Republican,0.472630502,0.502108495,2160,Romney,Republican
Cavalier County,ND,38019,Midwest,3855,476,1356,1969,0.24174708,0.688674454,880,Trump,Republican,0.398247322,0.580331061,374,Romney,Republican
Dickey County,ND,38021,Midwest,5150,551,1656,2372,0.232293423,0.698145025,1105,Trump,Republican,0.337843215,0.637087147,752,Romney,Republican
Divide County,ND,38023,Midwest,2432,243,860,1187,0.204717776,0.724515586,617,Trump,Republican,0.331885317,0.635099913,349,Romney,Republican
Dunn County,ND,38025,Midwest,4399,356,1753,2199,0.161891769,0.797180537,1397,Trump,Republican,0.246253746,0.746253746,1001,Romney,Republican
Eddy County,ND,38027,Midwest,2377,354,790,1219,0.290401969,0.64807219,436,Trump,Republican,0.421970357,0.550130776,147,Romney,Republican
Emmons County,ND,38029,Midwest,3422,215,1672,1959,0.109749872,0.853496682,1457,Trump,Republican,0.205692803,0.767991407,1047,Romney,Republican
Foster County,ND,38031,Midwest,3362,346,1237,1699,0.203649205,0.728075338,891,Trump,Republican,0.360812425,0.614097969,424,Romney,Republican
Golden Valley County,ND,38033,Midwest,1825,99,793,942,0.105095541,0.841825902,694,Trump,Republican,0.174242424,0.800865801,579,Romney,Republican
Grand Forks County,ND,38035,Midwest,70138,10828,16325,29711,0.364444145,0.549459796,5497,Trump,Republican,0.470130219,0.504899987,1036,Romney,Republican
Grant County,ND,38037,Midwest,2361,187,1098,1361,0.137398971,0.806759735,911,Trump,Republican,0.239334779,0.731742589,681,Romney,Republican
Griggs County,ND,38039,Midwest,2319,298,847,1247,0.238973536,0.679230152,549,Trump,Republican,0.400749064,0.576779026,235,Romney,Republican
Hettinger County,ND,38041,Midwest,2660,168,1032,1261,0.133227597,0.818398097,864,Trump,Republican,0.231680237,0.738712065,685,Romney,Republican
Kidder County,ND,38043,Midwest,2424,179,1106,1358,0.131811487,0.81443299,927,Trump,Republican,0.3,0.664122137,477,Romney,Republican
LaMoure County,ND,38045,Midwest,4149,500,1475,2115,0.236406619,0.697399527,975,Trump,Republican,0.338228545,0.630564479,637,Romney,Republican
Logan County,ND,38047,Midwest,1944,112,867,1030,0.108737864,0.841747573,755,Trump,Republican,0.212092131,0.766794626,578,Romney,Republican
McHenry County,ND,38049,Midwest,5988,474,1991,2687,0.176404913,0.740975065,1517,Trump,Republican,0.34828496,0.622314361,727,Romney,Republican
McIntosh County,ND,38051,Midwest,2801,233,1095,1423,0.16373858,0.769501054,862,Trump,Republican,0.301986755,0.680794702,572,Romney,Republican
McKenzie County,ND,38053,Midwest,10996,696,3661,4594,0.151501959,0.796909012,2965,Trump,Republican,0.270522933,0.715746421,1524,Romney,Republican
McLean County,ND,38055,Midwest,9578,1070,3827,5206,0.205532078,0.735113331,2757,Trump,Republican,0.339190846,0.639558643,1470,Romney,Republican
Mercer County,ND,38057,Midwest,8746,616,3715,4564,0.134969325,0.813978966,3099,Trump,Republican,0.264223942,0.712790168,1971,Romney,Republican
Morton County,ND,38059,Midwest,29822,3077,11319,15547,0.197915997,0.728050428,8242,Trump,Republican,0.330643967,0.641672835,4202,Romney,Republican
Mountrail County,ND,38061,Midwest,9782,1211,2551,4009,0.302070342,0.636318284,1340,Trump,Republican,0.406794425,0.569105691,559,Romney,Republican
Nelson County,ND,38063,Midwest,3045,536,1025,1694,0.316410862,0.605076741,489,Trump,Republican,0.459232614,0.516786571,96,Romney,Republican
Oliver County,ND,38065,Midwest,1850,119,827,1002,0.118762475,0.825349301,708,Trump,Republican,0.278217822,0.686138614,412,Romney,Republican
Pembina County,ND,38067,Midwest,7128,681,2204,3093,0.220174588,0.712576786,1523,Trump,Republican,0.385926844,0.586794792,648,Romney,Republican
Pierce County,ND,38069,Midwest,4404,431,1433,2020,0.213366337,0.709405941,1002,Trump,Republican,0.303422757,0.676225717,806,Romney,Republican
Ramsey County,ND,38071,Midwest,11564,1505,3216,5218,0.288424684,0.616328095,1711,Trump,Republican,0.434922551,0.534902434,497,Romney,Republican
Ransom County,ND,38073,Midwest,5446,836,1209,2317,0.360811394,0.521795425,373,Trump,Republican,0.555970149,0.417910448,333,Obama,Democrat
Renville County,ND,38075,Midwest,2587,200,978,1255,0.15936255,0.779282869,778,Trump,Republican,0.312893082,0.668238994,452,Romney,Republican
Richland County,ND,38077,Midwest,16432,2064,4759,7460,0.276675603,0.637935657,2695,Trump,Republican,0.422572526,0.558087164,1023,Romney,Republican
Rolette County,ND,38079,Midwest,14616,2097,1210,3662,0.572637903,0.330420535,887,Clinton,Democrat,0.740061837,0.240724382,2261,Obama,Democrat
Sargent County,ND,38081,Midwest,3931,693,1088,1978,0.350353893,0.550050556,395,Trump,Republican,0.540010065,0.440865627,197,Obama,Democrat
Sheridan County,ND,38083,Midwest,1326,94,644,774,0.121447028,0.832041344,550,Trump,Republican,0.199257426,0.788366337,476,Romney,Republican
Sioux County,ND,38085,Midwest,4422,758,256,1177,0.644010195,0.217502124,502,Clinton,Democrat,0.79086116,0.195957821,677,Obama,Democrat
Slope County,ND,38087,Midwest,765,42,361,427,0.098360656,0.845433255,319,Trump,Republican,0.19124424,0.785714286,258,Romney,Republican
Stark County,ND,38089,Midwest,30372,1745,9718,12115,0.144036319,0.8021461,7973,Trump,Republican,0.243088656,0.737412254,5704,Romney,Republican
Steele County,ND,38091,Midwest,1955,361,537,984,0.366869919,0.545731707,176,Trump,Republican,0.500972763,0.48151751,20,Obama,Democrat
Stutsman County,ND,38093,Midwest,21129,2484,6706,9938,0.249949688,0.674783659,4222,Trump,Republican,0.377584562,0.598133814,2080,Romney,Republican
Towner County,ND,38095,Midwest,2310,305,733,1137,0.26824978,0.64467898,428,Trump,Republican,0.439003436,0.531786942,108,Romney,Republican
Traill County,ND,38097,Midwest,8082,1239,2263,3864,0.320652174,0.585662526,1024,Trump,Republican,0.46446238,0.511064827,179,Romney,Republican
Walsh County,ND,38099,Midwest,10970,1166,2991,4543,0.256658596,0.658375523,1825,Trump,Republican,0.418494369,0.55502865,691,Romney,Republican
Ward County,ND,38101,Midwest,69384,5792,18601,26861,0.215628607,0.692490972,12809,Trump,Republican,0.33339939,0.641116087,7764,Romney,Republican
Wells County,ND,38103,Midwest,4192,419,1793,2352,0.178146259,0.762329932,1374,Trump,Republican,0.28444256,0.697753285,975,Romney,Republican
Williams County,ND,38105,Midwest,32130,1722,10033,12529,0.137441137,0.800782185,8311,Trump,Republican,0.238333333,0.738229167,4799,Romney,Republican
Adams County,OH,39001,Midwest,28129,2293,8445,11063,0.207267468,0.763355329,6152,Trump,Republican,0.357560026,0.620283675,2834,Romney,Republican
Allen County,OH,39003,Midwest,105040,12815,29858,44636,0.287100099,0.668921946,17043,Trump,Republican,0.363102157,0.619957811,11933,Romney,Republican
Ashland County,OH,39005,Midwest,53035,5659,17169,24074,0.235066877,0.713176041,11510,Trump,Republican,0.339251238,0.639007807,7142,Romney,Republican
Ashtabula County,OH,39007,Midwest,99175,15191,22755,39809,0.381597126,0.571604411,7564,Trump,Republican,0.549627821,0.42818506,5074,Obama,Democrat
Athens County,OH,39009,Midwest,64713,15552,10816,27941,0.55660141,0.387101392,4736,Clinton,Democrat,0.661305147,0.310891544,9150,Obama,Democrat
Auglaize County,OH,39011,Midwest,45841,3825,18130,22860,0.167322835,0.793088364,14305,Trump,Republican,0.247088186,0.735703652,11159,Romney,Republican
Belmont County,OH,39013,Midwest,69461,8652,20729,30537,0.283328421,0.678815863,12077,Trump,Republican,0.447791165,0.531739863,2592,Romney,Republican
Brown County,OH,39015,Midwest,44116,4270,14257,19139,0.223104655,0.744918752,9987,Trump,Republican,0.365233448,0.615721446,4748,Romney,Republican
Butler County,OH,39017,Midwest,374158,56700,104441,168422,0.336654356,0.620114949,47741,Trump,Republican,0.361431533,0.623253262,42944,Romney,Republican
